pond,month,year,transp
3322,5,2007,40
3322,7,2007,15
3322,5,2008,60
3322,7,2008,55
3322,5,2009,30
3322,7,2009,50
3322,5,2010,85
3322,7,2010,40
3322,5,2011,40
3322,7,2011,40
3322,5,2012,80
3322,7,2012,30
3322,5,2013,80
3322,7,2013,25
3322,7,2014,20
3322,5,2015,150
3322,7,2015,40
3322,5,2016,54
3322,7,2016,40
3323,7,2005,30
3323,5,2007,30
3323,7,2007,25
3323,5,2008,100
3323,7,2008,50
3323,5,2009,100
3323,7,2009,40
3323,5,2010,100
3323,7,2010,100
3323,5,2016,43
3323,7,2016,20
3324,7,2005,50
3324,7,2007,20
3324,5,2008,90
3324,7,2008,50
3324,5,2009,60
3324,7,2009,60
3324,7,2010,70
3324,5,2011,50
3324,7,2011,60
3324,5,2012,151
3324,7,2012,40
3324,5,2013,70
3324,7,2013,50
3324,5,2014,80
3324,7,2014,70
3324,5,2015,150
3324,7,2015,35
3324,5,2016,72
3324,7,2016,25
3325,5,2005,150
3325,7,2005,40
3325,5,2007,80
3325,7,2007,150
3325,7,2008,50
3325,5,2009,130
3325,7,2009,100
3325,5,2010,80
3325,7,2010,180
3325,5,2011,130
3325,7,2011,75
3325,5,2013,151
3325,7,2013,58
3325,5,2014,35
3325,7,2014,70
3325,5,2015,40
3325,7,2015,40
3325,5,2016,66
3326,5,2005,38
3326,7,2005,40
3326,5,2007,25
3326,7,2007,20
3326,5,2008,45
3326,7,2008,60
3326,5,2009,40
3326,7,2009,60
3326,5,2010,100
3326,7,2010,65
3326,5,2011,100
3326,7,2011,45
3326,5,2012,20
3326,7,2012,40
3326,5,2013,151
3326,7,2013,50
3326,5,2014,35
3326,7,2014,35
3326,5,2015,155
3326,7,2015,35
3326,5,2016,25
3330,7,2005,40
3330,5,2007,60
3330,7,2007,20
3330,5,2008,35
3330,7,2008,30
3330,5,2009,200
3330,5,2010,60
3330,7,2010,40
3330,5,2011,40
3330,7,2011,20
3330,5,2012,45
3330,7,2012,20
3330,5,2013,50
3330,7,2013,30
3330,5,2014,35
3330,7,2014,30
3330,5,2015,40
3330,7,2015,25
3330,5,2016,60
3330,7,2016,40
3351,5,2005,20
3351,7,2005,100
3351,7,2006,15
3351,7,2007,20
3351,5,2008,30
3351,7,2008,10
3351,5,2009,20
3351,7,2009,30
3351,7,2010,30
3351,5,2011,20
3351,7,2011,25
3351,5,2012,40
3351,7,2012,25
3351,5,2013,20
3351,7,2013,35
3351,5,2014,15
3351,7,2014,20
3351,5,2015,30
3351,7,2015,22
3351,7,2016,20
3352,5,2005,50
3352,7,2005,20
3352,5,2006,20
3352,7,2006,20
3352,7,2007,10
3352,5,2008,120
3352,7,2008,40
3352,7,2009,20
3352,7,2010,30
3352,5,2011,80
3352,7,2011,65
3352,5,2012,30
3352,7,2012,25
3352,5,2013,30
3352,7,2013,25
3352,5,2014,151
3352,7,2014,40
3352,5,2015,85
3352,7,2015,30
3352,7,2016,20
3353,5,2005,30
3353,7,2005,20
3353,5,2006,20
3353,7,2006,15
3353,7,2007,10
3353,5,2008,35
3353,7,2008,20
3353,5,2009,20
3353,7,2009,20
3353,7,2010,30
3353,5,2011,20
3353,7,2011,25
3353,5,2012,40
3353,7,2012,25
3353,5,2013,20
3353,7,2013,25
3353,7,2014,20
3353,5,2015,18
3353,7,2015,10
3353,7,2016,20
3354,5,2005,20
3354,7,2005,10
3354,5,2006,50
3354,7,2006,20
3354,7,2007,15
3354,5,2008,60
3354,7,2008,5
3354,5,2009,80
3354,7,2010,20
3354,5,2011,80
3354,7,2011,35
3354,5,2012,40
3354,7,2012,20
3354,5,2013,35
3354,7,2013,22
3354,5,2014,60
3354,7,2014,20
3354,5,2015,75
3354,7,2015,25
3354,5,2016,35
3354,7,2016,15
3355,5,2005,120
3355,7,2005,25
3355,5,2006,20
3355,7,2006,40
3355,7,2007,20
3355,5,2008,150
3355,7,2008,55
3355,5,2009,110
3355,7,2009,90
3355,7,2010,20
3355,5,2011,10
3355,7,2011,25
3355,5,2012,28
3355,7,2012,20
3355,5,2013,20
3355,7,2013,30
3355,5,2014,15
3355,7,2014,20
3355,5,2015,17
3355,7,2015,28
3355,5,2016,45
3355,7,2016,35
3356,7,2016,25
3371,5,2005,75
3371,7,2005,30
3371,5,2006,30
3371,7,2006,20
3371,5,2007,30
3371,7,2007,20
3371,5,2008,40
3371,7,2008,25
3371,7,2009,40
3371,7,2010,55
3371,5,2011,100
3371,7,2011,35
3371,5,2012,60
3371,7,2012,40
3371,5,2013,130
3371,7,2013,40
3371,5,2014,35
3371,7,2014,40
3371,5,2015,90
3371,7,2015,20
3371,5,2016,40
3371,7,2016,45
3372,5,2005,30
3372,7,2005,30
3372,5,2006,100
3372,7,2006,150
3372,5,2007,45
3372,7,2007,30
3372,5,2008,30
3372,5,2009,130
3372,7,2009,35
3372,5,2011,150
3372,7,2011,45
3372,5,2012,80
3372,7,2012,45
3372,5,2013,55
3372,7,2013,10
3372,5,2014,35
3372,7,2014,22
3372,5,2015,70
3372,7,2015,25
3372,5,2016,62
3372,7,2016,40
3373,5,2005,40
3373,7,2005,25
3373,5,2006,20
3373,7,2006,40
3373,5,2007,30
3373,7,2007,20
3373,5,2008,30
3373,5,2009,28
3373,7,2009,30
3373,7,2010,30
3373,5,2011,20
3373,7,2011,30
3373,5,2012,30
3373,7,2012,20
3373,5,2013,20
3373,7,2013,20
3373,5,2014,35
3373,7,2014,12
3373,5,2015,45
3373,7,2015,25
3373,5,2016,30
3373,7,2016,27
3374,5,2005,35
3374,7,2005,20
3374,5,2006,20
3374,5,2007,50
3374,7,2007,20
3374,5,2008,30
3374,7,2008,25
3374,5,2009,30
3374,7,2009,25
3374,7,2010,30
3374,5,2011,151
3374,7,2011,40
3374,5,2012,50
3374,7,2012,30
3374,5,2013,35
3374,7,2013,25
3374,5,2014,80
3374,7,2014,40
3374,5,2015,120
3374,7,2015,25
3374,5,2016,15
3374,7,2016,10
3375,5,2005,25
3375,7,2005,20
3375,7,2006,20
3375,5,2007,20
3375,7,2007,10
3375,5,2008,80
3375,7,2008,10
3375,5,2009,30
3375,7,2009,25
3375,7,2010,30
3375,5,2016,20
3375,7,2016,25
3376,7,2006,50
3376,7,2007,20
3376,7,2016,27
3377,5,2005,25
3377,7,2006,20
3377,5,2007,25
3377,7,2007,22
3377,5,2008,25
3377,5,2009,35
3377,7,2009,35
3377,7,2010,20
3377,5,2016,30
3377,7,2016,27
3378,7,2005,25
3378,7,2006,20
3378,5,2008,40
3378,7,2016,30
3384,7,2005,70
3384,5,2006,40
3384,7,2006,40
3384,5,2007,50
3384,7,2007,10
3384,5,2008,40
3384,7,2009,25
3384,7,2010,30
3384,5,2011,60
3384,7,2011,25
3384,5,2012,20
3384,7,2012,35
3384,5,2013,45
3384,7,2013,45
3384,5,2014,70
3384,7,2014,30
3384,5,2015,20
3384,7,2015,20
3384,7,2016,20
3385,7,2005,30
3385,5,2006,40
3385,7,2006,45
3385,5,2007,70
3385,7,2007,10
3385,5,2008,30
3385,5,2011,20
3385,7,2011,30
3385,5,2012,35
3385,7,2012,25
3385,5,2013,40
3385,7,2013,35
3385,7,2014,20
3385,5,2015,45
3385,7,2015,20
3385,7,2016,20
3386,7,2005,55
3386,5,2006,40
3386,7,2006,30
3386,5,2007,20
3386,7,2007,10
3386,5,2008,55
3386,7,2008,40
3386,5,2009,60
3386,7,2009,30
3386,7,2010,55
3386,5,2011,180
3386,7,2011,40
3386,5,2012,60
3386,7,2012,30
3386,5,2013,80
3386,7,2013,35
3386,5,2014,15
3386,7,2014,18
3386,5,2015,35
3386,7,2015,12
3386,7,2016,38
3401,7,2005,30
3401,5,2007,20
3401,7,2007,10
3401,7,2008,10
3401,5,2009,250
3401,7,2009,25
3401,5,2011,25
3401,7,2011,20
3401,5,2012,40
3401,7,2012,20
3401,5,2013,25
3401,7,2013,10
3401,5,2014,50
3401,5,2015,25
3401,7,2015,6
3421,7,2006,30
3421,5,2007,25
3421,7,2008,10
3421,7,2009,10
3421,5,2016,150
3421,7,2016,25
3422,7,2005,60
3422,5,2007,20
3422,7,2007,40
3422,7,2008,5
3422,5,2009,40
3422,7,2009,25
3422,5,2011,60
3422,7,2011,30
3422,5,2012,50
3422,7,2012,30
3422,5,2013,80
3422,7,2013,45
3422,7,2015,15
3422,5,2016,100
3422,7,2016,25
3423,5,2007,45
3423,7,2007,35
3423,7,2008,10
3423,5,2009,200
3423,7,2009,20
3423,5,2011,30
3423,7,2011,20
3423,7,2014,15
3423,7,2015,30
3423,5,2016,35
3423,7,2016,30
3428,7,2005,30
3428,7,2007,30
3428,5,2009,80
3428,7,2009,35
3428,5,2011,40
3428,7,2011,50
3428,5,2012,151
3428,7,2012,30
3428,5,2013,151
3428,7,2013,55
3428,7,2014,25
3428,7,2015,35
3428,5,2016,25
3428,7,2016,10
3429,5,2007,40
3429,7,2007,25
3429,5,2008,50
3429,7,2008,40
3429,5,2009,65
3429,7,2009,60
3429,5,2016,200
3429,7,2016,40
3432,7,2005,40
3432,5,2007,150
3432,5,2008,20
3432,7,2008,5
3432,5,2009,80
3432,7,2009,5
3432,5,2011,45
3432,7,2011,20
3432,5,2012,151
3432,7,2012,45
3432,5,2013,70
3432,7,2013,100
3432,7,2014,35
3432,7,2015,30
3432,5,2016,250
3433,5,2007,15
3433,5,2008,60
3433,7,2008,60
3433,5,2009,40
3433,7,2009,30
3433,5,2016,15
3433,7,2016,25
3434,5,2007,30
3434,7,2007,30
3434,5,2008,20
3434,7,2008,25
3434,5,2009,200
3434,7,2009,45
3434,5,2011,40
3434,7,2011,30
3434,7,2014,20
3434,7,2015,10
3434,5,2016,200
3434,7,2016,20
3601,7,2005,15
3601,5,2006,15
3601,7,2006,20
3601,5,2007,30
3601,7,2007,20
3601,5,2008,50
3601,7,2008,20
3601,5,2009,28
3601,7,2009,30
3601,5,2010,30
3601,7,2010,25
3601,5,2011,30
3601,7,2011,30
3601,5,2012,25
3601,7,2012,30
3601,5,2013,30
3601,7,2013,28
3601,5,2014,20
3601,7,2014,13
3601,5,2015,42
3601,7,2015,25
3601,5,2016,25
3601,7,2016,20
3602,7,2005,25
3602,5,2006,25
3602,5,2007,55
3602,7,2007,25
3602,5,2008,30
3602,7,2008,20
3602,5,2009,85
3602,7,2009,35
3602,7,2010,45
3602,5,2011,151
3602,7,2011,40
3602,5,2012,151
3602,7,2012,30
3602,5,2013,30
3602,7,2013,25
3602,5,2014,18
3602,7,2014,23
3602,5,2015,50
3602,7,2015,38
3602,5,2016,50
3602,7,2016,25
3603,7,2005,30
3603,5,2006,30
3603,7,2006,35
3603,5,2007,50
3603,7,2007,35
3603,5,2008,35
3603,7,2008,15
3603,7,2009,45
3603,5,2011,151
3603,7,2011,50
3603,5,2012,20
3603,7,2012,20
3603,5,2013,130
3603,7,2013,40
3603,5,2014,30
3603,7,2014,20
3603,5,2015,120
3603,7,2015,25
3603,5,2016,20
3603,7,2016,30
3604,7,2005,35
3604,7,2007,20
3604,5,2008,40
3604,7,2008,50
3604,5,2009,40
3604,7,2009,34
3604,7,2010,35
3604,5,2011,151
3604,7,2011,40
3604,5,2012,130
3604,7,2012,40
3604,5,2013,40
3604,7,2013,65
3604,5,2014,35
3604,7,2014,40
3604,5,2015,90
3604,7,2015,20
3604,5,2016,75
3604,7,2016,32
3605,5,2006,25
3605,5,2007,30
3605,7,2007,20
3605,5,2008,100
3605,7,2008,20
3605,7,2009,30
3605,7,2010,30
3605,5,2011,40
3605,7,2011,30
3605,5,2012,30
3605,7,2012,40
3605,5,2013,30
3605,7,2013,20
3605,5,2014,30
3605,7,2014,20
3605,5,2015,50
3605,7,2015,20
3605,5,2016,120
3605,7,2016,25
3606,5,2007,80
3606,7,2007,20
3606,7,2010,30
3606,5,2011,40
3606,7,2011,20
3606,5,2012,70
3606,7,2012,25
3606,5,2013,80
3606,7,2013,120
3606,5,2014,35
3606,7,2014,20
3606,7,2015,35
3606,5,2016,40
3606,7,2016,20
3607,7,2005,30
3607,5,2006,40
3607,7,2006,20
3607,5,2007,40
3607,7,2007,20
3607,7,2008,35
3607,5,2009,82
3607,7,2009,70
3607,7,2010,30
3607,5,2011,20
3607,7,2011,25
3607,5,2012,20
3607,7,2012,25
3607,5,2013,20
3607,7,2013,20
3607,5,2014,45
3607,7,2014,20
3607,5,2015,25
3607,7,2015,15
3607,5,2016,20
3607,7,2016,20
3608,5,2006,20
3608,5,2007,20
3608,7,2007,20
3608,5,2008,30
3608,7,2008,20
3608,5,2009,30
3608,7,2009,50
3608,7,2010,30
3608,5,2011,80
3608,7,2011,30
3608,5,2012,20
3608,7,2012,25
3608,5,2013,25
3608,7,2013,18
3608,5,2014,70
3608,7,2014,20
3608,5,2015,70
3608,7,2015,15
3608,5,2016,30
3608,7,2016,20
3609,7,2005,40
3609,5,2006,80
3609,7,2006,20
3609,5,2007,60
3609,7,2007,40
3609,5,2008,120
3609,7,2008,20
3609,5,2009,73
3609,7,2009,30
3609,7,2010,30
3609,5,2011,20
3609,7,2011,20
3609,5,2012,50
3609,7,2012,28
3609,5,2013,30
3609,7,2013,20
3609,5,2014,50
3609,7,2014,80
3609,5,2015,85
3609,7,2015,35
3609,5,2016,80
3609,7,2016,20
3611,7,2005,30
3611,7,2007,20
3611,5,2008,60
3611,5,2011,70
3611,7,2011,50
3611,5,2013,110
3611,7,2013,50
3611,5,2014,35
3611,7,2014,20
3611,5,2015,200
3611,7,2015,35
3611,7,2016,25
3613,7,2005,20
3613,5,2006,40
3613,7,2006,18
3613,5,2007,30
3613,7,2007,20
3613,5,2008,20
3613,7,2008,20
3613,7,2009,20
3613,7,2010,25
3613,5,2011,30
3613,7,2011,30
3613,5,2012,30
3613,7,2012,30
3613,5,2013,30
3613,7,2013,20
3613,5,2014,30
3613,7,2014,20
3613,5,2015,35
3613,7,2015,15
3613,5,2016,30
3613,7,2016,20
3615,7,2005,35
3615,7,2007,20
3615,5,2008,120
3615,5,2011,15
3615,7,2011,20
3615,5,2012,80
3615,7,2012,40
3615,5,2013,40
3615,7,2013,40
3615,5,2014,25
3615,7,2014,20
3615,5,2015,200
3615,7,2015,20
3615,7,2016,30
3616,5,2006,40
3616,7,2006,20
3616,5,2007,30
3616,7,2007,20
3616,7,2008,30
3616,7,2009,40
3616,7,2010,30
3616,5,2011,15
3616,7,2011,20
3616,5,2012,35
3616,7,2012,22
3616,5,2013,30
3616,7,2013,30
3616,5,2014,40
3616,7,2014,20
3616,5,2015,30
3616,7,2015,20
3616,5,2016,30
3616,7,2016,20
3617,5,2012,60
3617,7,2012,45
3617,5,2013,60
3617,7,2013,65
3617,5,2014,30
3617,7,2014,20
3617,5,2016,80
3617,7,2016,25
3619,7,2006,70
3619,5,2007,60
3619,7,2007,40
3619,7,2010,30
3619,5,2011,30
3619,7,2011,15
3619,5,2012,20
3619,7,2012,15
3619,5,2013,151
3619,7,2013,151
3619,5,2014,151
3619,7,2014,40
3619,5,2015,120
3619,7,2015,20
3619,5,2016,30
3619,7,2016,20
3627,7,2007,20
3627,7,2008,30
3627,5,2016,50
3627,7,2016,20
3628,7,2007,20
3628,7,2008,30
3628,5,2016,50
3628,7,2016,20
3630,5,2007,30
3630,7,2009,25
3630,5,2016,25
3630,7,2016,20
3631,5,2016,70
3631,7,2016,20
3651,7,2005,70
3651,7,2006,50
3651,7,2007,20
3651,5,2008,150
3651,7,2008,35
3651,5,2009,30
3651,7,2009,25
3651,7,2010,50
3651,5,2011,50
3651,7,2011,30
3651,5,2012,120
3651,7,2012,65
3651,5,2013,60
3651,7,2013,18
3651,5,2014,80
3651,7,2014,35
3651,7,2015,30
3651,7,2016,18
3702,5,2005,30
3702,7,2005,25
3702,5,2007,20
3702,5,2008,30
3702,7,2009,20
3702,7,2010,25
3702,5,2011,20
3702,7,2011,20
3702,5,2012,30
3702,7,2012,30
3702,5,2013,30
3702,7,2013,25
3702,7,2014,20
3702,7,2015,25
3702,5,2016,20
3702,7,2016,27
3703,5,2005,30
3703,7,2005,15
3703,5,2007,40
3703,5,2008,40
3703,7,2009,30
3703,5,2011,50
3703,7,2011,45
3703,5,2012,100
3703,7,2012,50
3703,5,2013,35
3703,7,2013,50
3703,7,2014,30
3703,7,2015,20
3703,5,2016,35
3703,7,2016,25
3704,7,2005,20
3704,5,2008,150
3704,7,2009,30
3704,7,2010,25
3704,5,2011,30
3704,7,2011,25
3704,5,2012,60
3704,7,2012,20
3704,5,2013,90
3704,7,2013,20
3704,7,2014,18
3704,5,2015,80
3704,7,2015,15
3704,5,2016,40
3704,7,2016,30
3705,7,2005,50
3705,7,2006,30
3705,7,2007,150
3705,5,2009,30
3705,5,2011,25
3705,7,2011,30
3705,5,2012,30
3705,7,2012,30
3705,5,2013,35
3705,7,2013,30
3705,7,2014,27
3705,7,2015,30
3705,5,2016,25
3705,7,2016,35
3706,7,2005,40
3706,7,2006,30
3706,5,2008,30
3706,5,2009,25
3706,7,2009,30
3706,5,2011,90
3706,7,2011,40
3706,5,2012,50
3706,7,2012,40
3706,5,2013,85
3706,7,2013,30
3706,7,2014,18
3706,7,2015,30
3706,5,2016,20
3706,7,2016,35
3711,5,2005,150
3711,7,2005,35
3711,5,2007,30
3711,5,2008,50
3711,7,2009,55
3711,5,2011,151
3711,7,2011,120
3711,5,2012,75
3711,7,2012,40
3711,5,2013,30
3711,7,2013,30
3711,7,2014,10
3711,7,2015,40
3711,7,2016,50
3718,5,2011,30
3718,7,2011,25
3718,5,2012,25
3718,7,2012,20
3718,5,2013,20
3718,7,2013,30
3718,7,2014,30
3718,7,2015,25
3718,5,2016,20
3718,7,2016,40
3725,7,2005,17
3725,7,2010,30
3725,5,2011,151
3725,7,2011,140
3725,5,2012,151
3725,7,2012,110
3725,5,2013,25
3725,7,2013,50
3725,7,2014,30
3725,5,2015,25
3725,7,2015,45
3725,5,2016,10
3725,7,2016,70
3726,5,2011,20
3726,7,2011,20
3726,5,2012,60
3726,7,2012,25
3726,5,2013,100
3726,7,2013,20
3726,7,2014,18
3726,5,2015,65
3726,7,2015,15
3726,7,2016,30
3733,7,2005,40
3733,5,2008,190
3733,5,2009,190
3733,7,2009,7
3733,5,2012,45
3733,7,2012,30
3733,5,2013,30
3733,7,2013,35
3733,7,2015,82
3733,5,2016,190
3733,7,2016,190
4003,7,2009,40
4003,7,2010,55
4003,5,2014,50
4003,7,2014,30
4003,5,2015,25
4003,7,2015,47
4003,5,2016,95
4003,7,2016,55
4004,7,2009,40
4004,7,2010,35
4004,5,2014,40
4004,7,2014,15
4004,5,2015,46
4004,7,2015,22
4004,5,2016,80
4004,7,2016,45
4005,7,2008,14
4005,5,2009,45
4005,7,2009,25
4005,7,2010,22
4005,5,2014,20
4005,7,2014,20
4005,5,2015,25
4005,7,2015,22
4005,5,2016,40
4005,7,2016,20
4006,7,2005,25
4006,5,2008,80
4006,7,2008,60
4006,5,2009,40
4006,7,2009,50
4006,5,2014,30
4006,7,2014,20
4006,5,2015,60
4006,7,2015,15
4006,5,2016,40
4006,7,2016,30
4007,7,2005,25
4007,5,2008,90
4007,7,2008,20
4007,5,2009,30
4007,7,2009,25
4007,7,2010,22
4007,7,2014,70
4007,5,2015,100
4007,7,2015,15
4007,5,2016,40
4007,7,2016,35
4008,7,2005,30
4008,5,2008,35
4008,7,2008,20
4008,5,2009,30
4008,7,2009,20
4008,7,2014,20
4008,5,2015,30
4008,7,2015,18
4008,5,2016,20
4008,7,2016,32
4009,7,2005,20
4009,5,2008,40
4009,7,2009,20
4009,7,2010,28
4009,5,2014,30
4009,7,2014,10
4009,5,2015,80
4009,5,2016,32
4009,7,2016,30
4029,5,2008,50
4029,7,2014,30
